ID	Target	Tweet	Stance
2289	Hillary Clinton	@Ba68scgal The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016 #SemST	NONE
2290	Hillary Clinton	@vendettajane Thanks for the follow, may God bless you and your family !  #freeallfour #SemST	AGAINST
2291	Hillary Clinton	@MyOTRadventure Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee #SemST	NONE
2292	Hillary Clinton	Since #SNL ain't that funny anymore please @JoeBiden run for president.. if even just for the hilarious debates between you & #SemST	NONE
2293	Hillary Clinton	I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016 #SemST	NONE
2294	Hillary Clinton	@HillaryClinton Your treatment of the press, Amb Stevens' fam, and the intel of the American ppl is enough to send you to jail #SemST	FAVOR
2295	Hillary Clinton	Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors   #tcot #WakeUpAmerica #SemST	NONE
2296	Hillary Clinton	@NumbersMuncher @HillaryClinton She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016 #SemST	NONE
2297	Hillary Clinton	@redsteeze:  Broke, as in Dead broke" Elitist Nauseating Get behind the rope  Hateful Arrogant Z Ideologue  Someone else add Z. #SemST	AGAINST
2298	Hillary Clinton	@redsteeze @maggieNYT By that time the guy with #Benghazi sign will be arrested. #SemST	NONE
2299	Hillary Clinton	@adamplevy @maggieNYT @danmericaCNN The people came to see & hear Hillary not the Press obstructing their view #SemST	FAVOR
2300	Hillary Clinton	@PoliticalShort She would have to have a conscious to be haunted. @jlconnell66 #killary #Marxism  #SemST	AGAINST
2301	Hillary Clinton	@theblaze  Heaven forbid anyone invade the space of the Queen of Lies. -_- #SemST	NONE
2302	Hillary Clinton	@TarekFatah @anniekarni And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin #SemST	NONE
2303	Hillary Clinton	/#Leftest #Hippocratic #Domecrats won't vote for #FineLady #MichellBachmann but will vote for #EmailScandal #Benghazi #Killary #SemST	FAVOR
2304	Hillary Clinton	Support #independent #BernieSanders because he's not a liar. #POTUS #libcrib #democrats #tlot #republicans #WakeUpAmerica #SemST	AGAINST
2305	Hillary Clinton	@Babbsgirl2 @DrMartyFox She is as bad or worse possibly than #Obama and she will continue to break laws as if she is invincible. #SemST	NONE
2306	Hillary Clinton	@nytimes was that "awkwardness" or "awfulness"? I think the latter #SemST	NONE
2307	Hillary Clinton	Today's number is 8! That's how many years old Jesus was when he learned to ride a bike!  Pretty cool dude! #USWNT #proudmom #SemST	AGAINST
2308	Hillary Clinton	@JessieJaneDuff Results matter. U may feel less safe, but that is ur mental health issues. No 9/11s on Obama's watch #SemST	NONE
2309	Hillary Clinton	Grateful for the chance to tell the world about my love of many flavors of ice cream! #WakeUpAmerica #SemST	NONE
2310	Hillary Clinton	If you cant dazzle them with brilliance, baffle them with bullshit. #HillaryClinton #libstardsareidiots #SemST	AGAINST
2311	Hillary Clinton	@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM  INSANE OBAMMAD #WakeUpAmerica #SemST	NONE
